index,nav_date,nav_value
19402,2025-11-05,83.5923
19403,2025-11-06,83.4708
19404,2025-11-07,83.4995
19405,2025-11-10,82.133
19406,2025-11-11,82.072
19407,2025-11-12,81.1465
19408,2025-11-13,81.6616
19409,2025-11-14,80.5867
19410,2025-11-17,81.3516
19411,2025-11-18,81.1004
19412,2025-11-19,80.7546
19413,2025-11-20,81.0063
19414,2025-11-21,80.4315
19415,2025-11-24,80.6711
19416,2025-11-25,80.1932
19417,2025-11-26,79.8416
19418,2025-11-27,80.1689
19419,2025-11-28,79.4089
19420,2025-12-01,78.5689
19421,2025-12-02,78.7817
19422,2025-12-03,78.8037
19423,2025-12-04,78.9617
19424,2025-12-05,79.2311
19425,2025-12-08,79.3121
19426,2025-12-09,79.7797
19427,2025-12-10,79.8895
19428,2025-12-11,78.5282
19429,2025-12-12,77.3668
19430,2025-12-15,78.7342
19431,2025-12-16,78.7748
19432,2025-12-17,79.4788
19433,2025-12-18,79.2777
19434,2025-12-19,79.278
19435,2025-12-22,79.0024
19436,2025-12-23,80.781
19437,2025-12-24,81.0034
19438,2025-12-25,80.6638
19439,2025-12-26,79.5385
19440,2025-12-29,80.9769
19441,2025-12-30,80.9021
19442,2025-12-31,81.4768
19443,2026-01-01,82.1366
19444,2026-01-02,81.8442
19445,2026-01-05,82.3735
19446,2026-01-06,81.9781
19447,2026-01-07,81.3071
19448,2026-01-08,82.1888
19449,2026-01-09,82.1165
19450,2026-01-12,82.5355
19451,2026-01-13,82.8779
19452,2026-01-14,83.3885
19453,2026-01-15,82.294
19454,2026-01-16,81.9126
19455,2026-01-19,81.7207
19456,2026-01-20,81.1655
19457,2026-01-21,81.5152
19458,2026-01-22,82.4154
19459,2026-01-23,83.442
19460,2026-01-26,83.2357
19461,2026-01-27,83.4933
19462,2026-01-28,83.8654
19463,2026-01-29,84.3696
19464,2026-01-30,83.762
19465,2026-02-02,85.1616
19466,2026-02-03,85.9047
19467,2026-02-04,86.6741
19468,2026-02-05,87.6442
19469,2026-02-06,88.1034
19470,2026-02-09,87.3539
19471,2026-02-10,87.2919
19472,2026-02-11,86.0744
19473,2026-02-12,86.4347
19474,2026-02-13,86.3503
19475,2026-02-16,86.364
19476,2026-02-17,87.331
19477,2026-02-18,87.0246
19478,2026-02-19,86.8761
19479,2026-02-20,86.9378
19480,2026-02-23,85.5825
19481,2026-02-24,85.426
19482,2026-02-25,83.6168
19483,2026-02-26,83.229
19484,2026-02-27,83.9024
19485,2026-03-02,84.2775
19486,2026-03-03,83.8798
19487,2026-03-04,83.9532
19488,2026-03-05,83.204
19489,2026-03-06,83.2452
19490,2026-03-09,85.4686
19491,2026-03-10,86.9161
19492,2026-03-11,87.0014
19493,2026-03-12,87.1693
19494,2026-03-13,86.4641
19495,2026-03-16,85.8991
19496,2026-03-17,86.2184
19497,2026-03-18,85.8645
19498,2026-03-19,86.5966
19499,2026-03-20,87.849
19500,2026-03-23,88.1525
19501,2026-03-24,88.2772
19502,2026-03-25,87.0232
19503,2026-03-26,87.6441
19504,2026-03-27,86.8093
19505,2026-03-30,86.5345
19506,2026-03-31,87.3149
19507,2026-04-01,88.157
19508,2026-04-02,87.8403
19509,2026-04-03,87.5693
19510,2026-04-06,87.0758
19511,2026-04-07,86.2052
19512,2026-04-08,85.7682
19513,2026-04-09,84.6003
19514,2026-04-10,85.1553
19515,2026-04-13,85.4962
19516,2026-04-14,85.9643
19517,2026-04-15,85.2877
19518,2026-04-16,84.4371
19519,2026-04-17,84.5205
19520,2026-04-20,84.612
19521,2026-04-21,84.5458
19522,2026-04-22,84.3737
19523,2026-04-23,85.7006
19524,2026-04-24,86.0675
19525,2026-04-27,87.6216
19526,2026-04-28,88.6535
19527,2026-04-29,90.0417
19528,2026-04-30,89.2385
19529,2026-05-01,89.7528
19530,2026-05-04,89.4579
19531,2026-05-05,88.2006
19532,2026-05-06,89.4181
19533,2026-05-07,89.2328
19534,2026-05-08,88.452
19535,2026-05-11,88.1746
19536,2026-05-12,87.6028
19537,2026-05-13,87.1135
19538,2026-05-14,86.9882
19539,2026-05-15,88.3718
19540,2026-05-18,87.8994
19541,2026-05-19,89.2411
19542,2026-05-20,89.9581
19543,2026-05-21,90.3196
19544,2026-05-22,90.9644
19545,2026-05-25,91.0223
19546,2026-05-26,92.108
19547,2026-05-27,92.6175
19548,2026-05-28,91.3148
19549,2026-05-29,91.601
19550,2022-01-03,69.1076
19551,2022-01-04,68.8538
19552,2022-01-05,69.0511
19553,2022-01-06,68.4476
19554,2022-01-07,67.0371
19555,2022-01-10,65.4773
19556,2022-01-11,63.9671
19557,2022-01-12,64.7011
19558,2022-01-13,62.2671
19559,2022-01-14,61.6708
19560,2022-01-17,60.9849
19561,2022-01-18,60.7675
19562,2022-01-19,59.0682
19563,2022-01-20,59.497
19564,2022-01-21,58.3669
19565,2022-01-24,59.469
19566,2022-01-25,58.9409
19567,2022-01-26,58.9037
19568,2022-01-27,58.9586
19569,2022-01-28,59.2375
19570,2022-01-31,59.3238
19571,2022-02-01,58.9776
19572,2022-02-02,59.3489
19573,2022-02-03,59.8384
19574,2022-02-04,59.1733
19575,2022-02-07,59.624
19576,2022-02-08,60.8067
19577,2022-02-09,61.5401
19578,2022-02-10,62.5049
19579,2022-02-11,62.7291
19580,2022-02-14,61.8651
19581,2022-02-15,61.1346
19582,2022-02-16,61.4971
19583,2022-02-17,62.4714
19584,2022-02-18,65.3303
19585,2022-02-21,66.4063
19586,2022-02-22,65.2504
19587,2022-02-23,64.523
19588,2022-02-24,66.9387
19589,2022-02-25,66.7714
19590,2022-02-28,66.8797
19591,2022-03-01,65.9333
19592,2022-03-02,67.6377
19593,2022-03-03,68.2323
19594,2022-03-04,67.4638
19595,2022-03-07,66.4742
19596,2022-03-08,66.8549
19597,2022-03-09,66.9599
19598,2022-03-10,67.9024
19599,2022-03-11,68.5496
19600,2022-03-14,68.3243
19601,2022-03-15,67.8009
19602,2022-03-16,67.6894
19603,2022-03-17,67.1635
19604,2022-03-18,67.0844
19605,2022-03-21,67.1604
19606,2022-03-22,66.2752
19607,2022-03-23,66.9952
19608,2022-03-24,66.6637
19609,2022-03-25,65.8431
19610,2022-03-28,65.5367
19611,2022-03-29,65.8447
19612,2022-03-30,65.9885
19613,2022-03-31,66.4866
19614,2022-04-01,67.4928
19615,2022-04-04,68.9544
19616,2022-04-05,69.3256
19617,2022-04-06,68.2274
19618,2022-04-07,67.9982
19619,2022-04-08,66.9896
19620,2022-04-11,68.864
19621,2022-04-12,71.1155
19622,2022-04-13,71.9103
19623,2022-04-14,72.9527
19624,2022-04-15,73.3056
19625,2022-04-18,73.7938
19626,2022-04-19,72.0233
19627,2022-04-20,72.0023
19628,2022-04-21,71.0721
19629,2022-04-22,71.4501
19630,2022-04-25,71.4454
19631,2022-04-26,73.7341
19632,2022-04-27,74.8716
19633,2022-04-28,75.2735
19634,2022-04-29,75.0232
19635,2022-05-02,77.097
19636,2022-05-03,77.128
19637,2022-05-04,77.5996
19638,2022-05-05,77.7191
19639,2022-05-06,77.2934
19640,2022-05-09,77.4054
19641,2022-05-10,75.1159
19642,2022-05-11,73.3712
19643,2022-05-12,73.8407
19644,2022-05-13,75.7531
19645,2022-05-16,76.2362
19646,2022-05-17,75.4421
19647,2022-05-18,73.8116
19648,2022-05-19,74.7944
19649,2022-05-20,74.1941
19650,2022-05-23,75.0149
19651,2022-05-24,75.5428
19652,2022-05-25,76.1805
19653,2022-05-26,76.2874
19654,2022-05-27,76.8167
19655,2022-05-30,76.7393
19656,2022-05-31,76.0417
19657,2022-06-01,74.962
19658,2022-06-02,72.2617
19659,2022-06-03,72.1188
19660,2022-06-06,73.9298
19661,2022-06-07,74.85
19662,2022-06-08,75.1845
19663,2022-06-09,74.3854
19664,2022-06-10,75.6289
19665,2022-06-13,75.5529
19666,2022-06-14,77.5179
19667,2022-06-15,76.3961
19668,2022-06-16,75.565
19669,2022-06-17,74.6285
19670,2022-06-20,72.9705
19671,2022-06-21,71.9644
19672,2022-06-22,72.1444
19673,2022-06-23,71.402
19674,2022-06-24,67.2534
19675,2022-06-27,68.4606
19676,2022-06-28,66.727
19677,2022-06-29,67.4079
19678,2022-06-30,67.4999
19679,2022-07-01,69.8496
19680,2022-07-04,71.017
19681,2022-07-05,70.5164
19682,2022-07-06,69.8019
19683,2022-07-07,71.536
19684,2022-07-08,69.9535
19685,2022-07-11,70.2254
19686,2022-07-12,70.1417
19687,2022-07-13,69.8245
19688,2022-07-14,70.2757
19689,2022-07-15,70.5473
19690,2022-07-18,71.1194
19691,2022-07-19,71.3375
19692,2022-07-20,71.871
19693,2022-07-21,72.0396
19694,2022-07-22,71.3576
19695,2022-07-25,71.4245
19696,2022-07-26,70.6871
19697,2022-07-27,69.8846
19698,2022-07-28,69.5764
19699,2022-07-29,69.5063
19700,2022-08-01,69.6056
19701,2022-08-02,70.6791
19702,2022-08-03,70.1877
19703,2022-08-04,70.4671
19704,2022-08-05,70.6599
19705,2022-08-08,70.0469
19706,2022-08-09,70.1896
19707,2022-08-10,71.3691
19708,2022-08-11,71.6415
19709,2022-08-12,71.9604
19710,2022-08-15,71.2277
19711,2022-08-16,73.5349
19712,2022-08-17,72.8515
19713,2022-08-18,71.0249
19714,2022-08-19,72.0565
19715,2022-08-22,71.9892
19716,2022-08-23,71.709
19717,2022-08-24,71.1576
19718,2022-08-25,73.3503
19719,2022-08-26,73.8255
19720,2022-08-29,74.5325
19721,2022-08-30,74.7889
19722,2022-08-31,75.1732
19723,2022-09-01,76.9145
19724,2022-09-02,76.6782
19725,2022-09-05,75.0043
19726,2022-09-06,76.1031
19727,2022-09-07,76.7677
19728,2022-09-08,76.9655
19729,2022-09-09,77.606
19730,2022-09-12,77.2216
19731,2022-09-13,77.3142
19732,2022-09-14,77.2214
19733,2022-09-15,76.5722
19734,2022-09-16,78.0879
19735,2022-09-19,76.437
19736,2022-09-20,79.4018
19737,2022-09-21,80.5768
19738,2022-09-22,78.4203
19739,2022-09-23,78.2122
19740,2022-09-26,78.073
19741,2022-09-27,78.625
19742,2022-09-28,77.477
19743,2022-09-29,77.5838
19744,2022-09-30,77.5036
19745,2022-10-03,76.6754
19746,2022-10-04,75.69
19747,2022-10-05,76.8603
19748,2022-10-06,74.8992
19749,2022-10-07,75.5309
19750,2022-10-10,76.5524
19751,2022-10-11,76.3559
19752,2022-10-12,76.4857
19753,2022-10-13,77.9681
19754,2022-10-14,77.1748
19755,2022-10-17,76.5138
19756,2022-10-18,75.9853
19757,2022-10-19,77.4603
19758,2022-10-20,79.122
19759,2022-10-21,77.4692
19760,2022-10-24,78.7753
19761,2022-10-25,79.8675
19762,2022-10-26,81.9172
19763,2022-10-27,82.4875
19764,2022-10-28,82.5021
19765,2022-10-31,84.0769
19766,2022-11-01,85.0817
19767,2022-11-02,88.2204
19768,2022-11-03,89.6407
19769,2022-11-04,89.9362
19770,2022-11-07,88.3657
19771,2022-11-08,87.6374
19772,2022-11-09,85.7526
19773,2022-11-10,85.5373
19774,2022-11-11,86.8698
19775,2022-11-14,86.9406
19776,2022-11-15,88.428
19777,2022-11-16,88.977
19778,2022-11-17,88.4912
19779,2022-11-18,88.6908
19780,2022-11-21,89.4307
19781,2022-11-22,89.7053
19782,2022-11-23,89.9969
19783,2022-11-24,88.9912
19784,2022-11-25,88.4636
19785,2022-11-28,91.7467
19786,2022-11-29,93.6207
19787,2022-11-30,91.5526
19788,2022-12-01,88.2797
19789,2022-12-02,88.4629
19790,2022-12-05,89.7948
19791,2022-12-06,89.1403
19792,2022-12-07,90.6653
19793,2022-12-08,90.8298
19794,2022-12-09,90.6759
19795,2022-12-12,91.8423
19796,2022-12-13,91.1557
19797,2022-12-14,90.8243
19798,2022-12-15,91.8682
19799,2022-12-16,91.9029
19800,2022-12-19,94.7902
19801,2022-12-20,95.9154
19802,2022-12-21,96.9545
19803,2022-12-22,96.9636
19804,2022-12-23,98.3945
19805,2022-12-26,97.9813
19806,2022-12-27,98.504
19807,2022-12-28,97.1776
19808,2022-12-29,98.8677
19809,2022-12-30,99.408
19810,2023-01-02,102.6502
19811,2023-01-03,106.6844
19812,2023-01-04,108.0689
19813,2023-01-05,108.2799
19814,2023-01-06,106.7718
19815,2023-01-09,108.3986
19816,2023-01-10,108.8532
19817,2023-01-11,109.8753
19818,2023-01-12,113.0082
19819,2023-01-13,111.6479
19820,2023-01-16,110.1306
19821,2023-01-17,109.8171
19822,2023-01-18,111.3438
19823,2023-01-19,112.4191
19824,2023-01-20,110.9413
19825,2023-01-23,112.369
19826,2023-01-24,110.3596
19827,2023-01-25,109.0083
19828,2023-01-26,108.9053
19829,2023-01-27,108.0545
19830,2023-01-30,109.6752
19831,2023-01-31,110.2672
19832,2023-02-01,113.4752
19833,2023-02-02,113.133
19834,2023-02-03,113.0141
19835,2023-02-06,115.2896
19836,2023-02-07,115.2252
19837,2023-02-08,118.0715
19838,2023-02-09,119.1854
19839,2023-02-10,114.9504
19840,2023-02-13,117.2043
19841,2023-02-14,119.005
19842,2023-02-15,120.9069
19843,2023-02-16,117.4249
19844,2023-02-17,116.3067
19845,2023-02-20,115.334
19846,2023-02-21,113.9157
19847,2023-02-22,117.1863
19848,2023-02-23,117.2669
19849,2023-02-24,117.3017
19850,2023-02-27,118.4293
19851,2023-02-28,119.6002
19852,2023-03-01,113.5801
19853,2023-03-02,112.528
19854,2023-03-03,110.1481
19855,2023-03-06,110.9415
19856,2023-03-07,110.5343
19857,2023-03-08,110.6577
19858,2023-03-09,107.1876
19859,2023-03-10,106.759
19860,2023-03-13,108.7453
19861,2023-03-14,111.2832
19862,2023-03-15,112.6485
19863,2023-03-16,110.4004
19864,2023-03-17,112.7103
19865,2023-03-20,114.1023
19866,2023-03-21,113.9914
19867,2023-03-22,110.5099
19868,2023-03-23,112.28
19869,2023-03-24,111.3349
19870,2023-03-27,112.0413
19871,2023-03-28,112.26
19872,2023-03-29,115.1134
19873,2023-03-30,114.9867
19874,2023-03-31,115.0598
19875,2023-04-03,118.0591
19876,2023-04-04,116.9437
19877,2023-04-05,118.5565
19878,2023-04-06,118.2895
19879,2023-04-07,116.5383
19880,2023-04-10,116.6422
19881,2023-04-11,118.0227
19882,2023-04-12,120.6712
19883,2023-04-13,123.6143
19884,2023-04-14,123.1493
19885,2023-04-17,121.3553
19886,2023-04-18,120.8531
19887,2023-04-19,118.7288
19888,2023-04-20,118.4263
19889,2023-04-21,117.8937
19890,2023-04-24,119.3563
19891,2023-04-25,115.3817
19892,2023-04-26,114.156
19893,2023-04-27,112.9577
19894,2023-04-28,115.1898
19895,2023-05-01,113.2857
19896,2023-05-02,113.7901
19897,2023-05-03,113.6599
19898,2023-05-04,115.6433
19899,2023-05-05,116.8355
19900,2023-05-08,117.161
19901,2023-05-09,116.2435
19902,2023-05-10,113.0001
19903,2023-05-11,113.5397
19904,2023-05-12,114.5922
19905,2023-05-15,111.8827
19906,2023-05-16,109.8258
19907,2023-05-17,110.3594
19908,2023-05-18,111.0473
19909,2023-05-19,109.4238
19910,2023-05-22,108.5337
19911,2023-05-23,105.5317
19912,2023-05-24,107.9399
19913,2023-05-25,105.8451
19914,2023-05-26,106.8461
19915,2023-05-29,106.8805
19916,2023-05-30,109.1686
19917,2023-05-31,107.9092
19918,2023-06-01,108.1077
19919,2023-06-02,105.3463
19920,2023-06-05,102.268
19921,2023-06-06,103.3231
19922,2023-06-07,100.5468
19923,2023-06-08,100.2735
19924,2023-06-09,101.9723
19925,2023-06-12,103.2686
19926,2023-06-13,102.2827
19927,2023-06-14,99.8428
19928,2023-06-15,100.735
19929,2023-06-16,102.9769
19930,2023-06-19,101.9975
19931,2023-06-20,100.8033
19932,2023-06-21,100.0607
19933,2023-06-22,101.0537
19934,2023-06-23,103.1179
19935,2023-06-26,101.2127
19936,2023-06-27,98.9388
19937,2023-06-28,102.7425
19938,2023-06-29,102.5454
19939,2023-06-30,103.0446
19940,2023-07-03,102.0168
19941,2023-07-04,102.8969
19942,2023-07-05,104.5557
19943,2023-07-06,105.1422
19944,2023-07-07,108.1591
19945,2023-07-10,107.6979
19946,2023-07-11,107.3466
19947,2023-07-12,107.8327
19948,2023-07-13,108.72
19949,2023-07-14,109.2063
19950,2023-07-17,107.113
19951,2023-07-18,107.7355
19952,2023-07-19,107.196
19953,2023-07-20,106.3125
19954,2023-07-21,106.4598
19955,2023-07-24,104.9514
19956,2023-07-25,103.1815
19957,2023-07-26,99.1043
19958,2023-07-27,101.9582
19959,2023-07-28,102.9443
19960,2023-07-31,102.8449
19961,2023-08-01,101.8587
19962,2023-08-02,97.4332
19963,2023-08-03,96.4058
19964,2023-08-04,97.584
19965,2023-08-07,99.1292
19966,2023-08-08,100.2245
19967,2023-08-09,100.5625
19968,2023-08-10,102.7385
19969,2023-08-11,102.2976
19970,2023-08-14,104.1518
19971,2023-08-15,103.6133
19972,2023-08-16,102.2747
19973,2023-08-17,100.7555
19974,2023-08-18,99.167
19975,2023-08-21,100.2892
19976,2023-08-22,99.2095
19977,2023-08-23,97.6938
19978,2023-08-24,98.8844
19979,2023-08-25,99.4832
19980,2023-08-28,101.091
19981,2023-08-29,101.9994
19982,2023-08-30,100.8849
19983,2023-08-31,101.0941
19984,2023-09-01,101.382
19985,2023-09-04,100.0123
19986,2023-09-05,98.3733
19987,2023-09-06,97.4093
19988,2023-09-07,100.6721
19989,2023-09-08,100.1072
19990,2023-09-11,102.159
19991,2023-09-12,101.4963
19992,2023-09-13,103.0169
19993,2023-09-14,104.5828
19994,2023-09-15,106.2563
19995,2023-09-18,107.0006
19996,2023-09-19,109.4425
19997,2023-09-20,110.1927
19998,2023-09-21,113.3057
19999,2023-09-22,110.5481
20000,2023-09-25,111.2533
20001,2023-09-26,111.8484
20002,2023-09-27,110.3071
20003,2023-09-28,111.4158
20004,2023-09-29,108.9267
20005,2023-10-02,107.9044
20006,2023-10-03,104.6516
20007,2023-10-04,107.3458
20008,2023-10-05,107.0485
20009,2023-10-06,110.8613
20010,2023-10-09,112.3701
20011,2023-10-10,113.2648
20012,2023-10-11,112.3219
20013,2023-10-12,110.5827
20014,2023-10-13,111.5946
20015,2023-10-16,111.5663
20016,2023-10-17,109.3333
20017,2023-10-18,106.8457
20018,2023-10-19,105.3366
20019,2023-10-20,108.4958
20020,2023-10-23,112.4423
20021,2023-10-24,112.9044
20022,2023-10-25,113.2684
20023,2023-10-26,112.7684
20024,2023-10-27,111.218
20025,2023-10-30,113.7522
20026,2023-10-31,117.2609
20027,2023-11-01,115.7236
20028,2023-11-02,115.6737
20029,2023-11-03,114.9574
20030,2023-11-06,114.2988
20031,2023-11-07,116.5553
20032,2023-11-08,114.2715
20033,2023-11-09,115.2146
20034,2023-11-10,116.6453
20035,2023-11-13,116.4862
20036,2023-11-14,118.2392
20037,2023-11-15,118.618
20038,2023-11-16,121.0192
20039,2023-11-17,118.2558
20040,2023-11-20,117.7107
20041,2023-11-21,117.6804
20042,2023-11-22,112.9293
20043,2023-11-23,111.1113
20044,2023-11-24,109.7926
20045,2023-11-27,111.5417
20046,2023-11-28,110.4033
20047,2023-11-29,109.0852
20048,2023-11-30,110.5952
20049,2023-12-01,107.907
20050,2023-12-04,104.5352
20051,2023-12-05,104.0324
20052,2023-12-06,101.7762
20053,2023-12-07,99.6286
20054,2023-12-08,100.6202
20055,2023-12-11,102.107
20056,2023-12-12,103.4737
20057,2023-12-13,105.3883
20058,2023-12-14,107.5624
20059,2023-12-15,104.1073
20060,2023-12-18,104.9399
20061,2023-12-19,104.1592
20062,2023-12-20,103.0303
20063,2023-12-21,104.0344
20064,2023-12-22,101.3262
20065,2023-12-25,98.6562
20066,2023-12-26,99.7325
20067,2023-12-27,100.5894
20068,2023-12-28,100.8942
20069,2023-12-29,99.5927
20070,2024-01-01,100.8542
20071,2024-01-02,102.0295
20072,2024-01-03,102.2559
20073,2024-01-04,100.4651
20074,2024-01-05,99.8817
20075,2024-01-08,101.2968
20076,2024-01-09,103.5266
20077,2024-01-10,103.0856
20078,2024-01-11,102.7707
20079,2024-01-12,102.5989
20080,2024-01-15,103.134
20081,2024-01-16,102.2838
20082,2024-01-17,97.8118
20083,2024-01-18,99.7535
20084,2024-01-19,102.7028
20085,2024-01-22,101.8059
20086,2024-01-23,100.1974
20087,2024-01-24,100.0687
20088,2024-01-25,99.8607
20089,2024-01-26,101.5273
20090,2024-01-29,101.7034
20091,2024-01-30,100.5295
20092,2024-01-31,98.5498
20093,2024-02-01,99.9897
20094,2024-02-02,101.0264
20095,2024-02-05,102.8176
20096,2024-02-06,101.3502
20097,2024-02-07,104.4186
20098,2024-02-08,101.6789
20099,2024-02-09,102.9114
20100,2024-02-12,99.9498
20101,2024-02-13,98.7997
20102,2024-02-14,101.3471
20103,2024-02-15,102.7725
20104,2024-02-16,101.9812
20105,2024-02-19,101.2396
20106,2024-02-20,101.4888
20107,2024-02-21,102.4032
20108,2024-02-22,104.5329
20109,2024-02-23,103.8751
20110,2024-02-26,101.3601
20111,2024-02-27,101.6997
20112,2024-02-28,101.0579
20113,2024-02-29,99.0954
20114,2024-03-01,99.648
20115,2024-03-04,99.4009
20116,2024-03-05,99.9691
20117,2024-03-06,98.6569
20118,2024-03-07,99.5028
20119,2024-03-08,97.5453
20120,2024-03-11,96.3661
20121,2024-03-12,96.082
20122,2024-03-13,98.8403
20123,2024-03-14,100.157
20124,2024-03-15,101.9595
20125,2024-03-18,104.3516
20126,2024-03-19,110.5401
20127,2024-03-20,110.7091
20128,2024-03-21,113.3124
20129,2024-03-22,115.2345
20130,2024-03-25,117.1585
20131,2024-03-26,120.5835
20132,2024-03-27,119.8945
20133,2024-03-28,119.0605
20134,2024-03-29,119.766
20135,2024-04-01,119.5262
20136,2024-04-02,120.2322
20137,2024-04-03,123.3356
20138,2024-04-04,122.5173
20139,2024-04-05,122.0373
20140,2024-04-08,122.4796
20141,2024-04-09,122.1466
20142,2024-04-10,118.6232
20143,2024-04-11,117.6471
20144,2024-04-12,119.0314
20145,2024-04-15,121.8633
20146,2024-04-16,119.7719
20147,2024-04-17,117.7078
20148,2024-04-18,117.8667
20149,2024-04-19,114.1758
20150,2024-04-22,113.4776
20151,2024-04-23,110.5135
20152,2024-04-24,113.0208
20153,2024-04-25,111.7572
20154,2024-04-26,114.8046
20155,2024-04-29,116.9377
20156,2024-04-30,115.8545
20157,2024-05-01,114.0146
20158,2024-05-02,113.7669
20159,2024-05-03,113.6788
20160,2024-05-06,114.4
20161,2024-05-07,113.1082
20162,2024-05-08,114.5455
20163,2024-05-09,115.1256
20164,2024-05-10,114.6101
20165,2024-05-13,113.4311
20166,2024-05-14,113.2001
20167,2024-05-15,111.8507
20168,2024-05-16,112.0515
20169,2024-05-17,112.3003
20170,2024-05-20,112.8626
20171,2024-05-21,116.1474
20172,2024-05-22,116.0066
20173,2024-05-23,117.9595
20174,2024-05-24,118.4901
20175,2024-05-27,118.1495
20176,2024-05-28,118.031
20177,2024-05-29,118.0247
20178,2024-05-30,118.6494
20179,2024-05-31,116.9724
20180,2024-06-03,114.4038
20181,2024-06-04,115.6897
20182,2024-06-05,117.4401
20183,2024-06-06,118.9311
20184,2024-06-07,119.3258
20185,2024-06-10,120.8818
20186,2024-06-11,122.3544
20187,2024-06-12,123.9897
20188,2024-06-13,122.4295
20189,2024-06-14,120.4377
20190,2024-06-17,119.8075
20191,2024-06-18,119.8794
20192,2024-06-19,119.5278
20193,2024-06-20,116.1482
20194,2024-06-21,119.4448
20195,2024-06-24,119.0342
20196,2024-06-25,119.4627
20197,2024-06-26,121.9336
20198,2024-06-27,117.6154
20199,2024-06-28,116.7733
20200,2024-07-01,116.1649
20201,2024-07-02,115.6522
20202,2024-07-03,115.4374
20203,2024-07-04,118.2016
20204,2024-07-05,119.5663
20205,2024-07-08,121.4899
20206,2024-07-09,121.6863
20207,2024-07-10,119.1379
20208,2024-07-11,115.3998
20209,2024-07-12,112.7519
20210,2024-07-15,113.4915
20211,2024-07-16,113.6475
20212,2024-07-17,113.3709
20213,2024-07-18,112.8132
20214,2024-07-19,116.5462
20215,2024-07-22,115.1461
20216,2024-07-23,116.943
20217,2024-07-24,117.0486
20218,2024-07-25,117.0385
20219,2024-07-26,119.3316
20220,2024-07-29,122.2187
20221,2024-07-30,121.8648
20222,2024-07-31,123.5161
20223,2024-08-01,124.3345
20224,2024-08-02,124.4576
20225,2024-08-05,124.9677
20226,2024-08-06,123.7289
20227,2024-08-07,123.2415
20228,2024-08-08,122.2263
20229,2024-08-09,124.082
20230,2024-08-12,124.0043
20231,2024-08-13,121.6019
20232,2024-08-14,120.3293
20233,2024-08-15,114.5168
20234,2024-08-16,113.7277
20235,2024-08-19,113.8946
20236,2024-08-20,113.7499
20237,2024-08-21,117.4555
20238,2024-08-22,118.6273
20239,2024-08-23,119.7269
20240,2024-08-26,116.7701
20241,2024-08-27,116.2029
20242,2024-08-28,115.4164
20243,2024-08-29,114.096
20244,2024-08-30,112.7661
20245,2024-09-02,109.6961
20246,2024-09-03,107.6079
20247,2024-09-04,109.1947
20248,2024-09-05,109.0444
20249,2024-09-06,108.2727
20250,2024-09-09,108.358
20251,2024-09-10,110.465
20252,2024-09-11,110.5688
20253,2024-09-12,111.6111
20254,2024-09-13,110.2291
20255,2024-09-16,109.2558
20256,2024-09-17,109.9625
20257,2024-09-18,113.3884
20258,2024-09-19,116.0718
20259,2024-09-20,117.2444
20260,2024-09-23,117.627
20261,2024-09-24,120.3562
20262,2024-09-25,121.9784
20263,2024-09-26,117.7537
20264,2024-09-27,115.9165
20265,2024-09-30,116.6373
20266,2024-10-01,113.4996
20267,2024-10-02,112.0043
20268,2024-10-03,110.8734
20269,2024-10-04,110.5234
20270,2024-10-07,110.1204
20271,2024-10-08,109.7159
20272,2024-10-09,111.2483
20273,2024-10-10,110.8813
20274,2024-10-11,110.308
20275,2024-10-14,108.0832
20276,2024-10-15,109.9369
20277,2024-10-16,108.8754
20278,2024-10-17,107.1209
20279,2024-10-18,107.5749
20280,2024-10-21,106.3762
20281,2024-10-22,105.5909
20282,2024-10-23,106.1142
20283,2024-10-24,105.6622
20284,2024-10-25,109.6753
20285,2024-10-28,109.6418
20286,2024-10-29,110.8106
20287,2024-10-30,107.5672
20288,2024-10-31,106.2118
20289,2024-11-01,104.5004
20290,2024-11-04,103.0314
20291,2024-11-05,103.7985
20292,2024-11-06,105.5973
20293,2024-11-07,106.2647
20294,2024-11-08,105.9786
20295,2024-11-11,105.0225
20296,2024-11-12,106.974
20297,2024-11-13,110.6174
20298,2024-11-14,110.9498
20299,2024-11-15,112.7017
20300,2024-11-18,113.4117
20301,2024-11-19,114.8694
20302,2024-11-20,112.8804
20303,2024-11-21,112.1138
20304,2024-11-22,112.9128
20305,2024-11-25,115.1901
20306,2024-11-26,113.8148
20307,2024-11-27,110.3243
20308,2024-11-28,109.5575
20309,2024-11-29,111.4115
20310,2024-12-02,108.7618
20311,2024-12-03,106.8577
20312,2024-12-04,107.214
20313,2024-12-05,107.1118
20314,2024-12-06,108.2137
20315,2024-12-09,106.2326
20316,2024-12-10,105.7826
20317,2024-12-11,107.8867
20318,2024-12-12,105.9713
20319,2024-12-13,108.5597
20320,2024-12-16,106.8433
20321,2024-12-17,108.3766
20322,2024-12-18,107.836
20323,2024-12-19,106.0016
20324,2024-12-20,105.2672
20325,2024-12-23,106.2672
20326,2024-12-24,106.3485
20327,2024-12-25,108.3329
20328,2024-12-26,110.9071
20329,2024-12-27,108.955
20330,2024-12-30,106.9139
20331,2024-12-31,104.8308
20332,2025-01-01,103.4471
20333,2025-01-02,105.3536
20334,2025-01-03,106.3803
20335,2025-01-06,105.5632
20336,2025-01-07,105.637
20337,2025-01-08,108.0936
20338,2025-01-09,111.4882
20339,2025-01-10,112.0423
